address,latitude,longitude
"GREGORY STREET, SAN DEIGO",32.729454,-117.1218371
"JEWELL DRIVE, SAN DEIGO",32.6992441,-117.1154712
"ISTHMUS COURT, SAN DEIGO",32.7731217,-117.2513285
"GIBBS DRIVE, SAN DEIGO",32.8104588,-117.1416356
"LEA STREET, SAN DEIGO",32.7458601,-117.0796475
"SUMAC DRIVE, SAN DEIGO",32.7317378,-117.1023591
"SNOWDROP STREET, SAN DEIGO",32.7341016,-117.1040775
"ARIANE DRIVE, SAN DEIGO",32.827763,-117.225983
"REHCO ROAD, SAN DEIGO",32.8866865,-117.171829
"WABASH BOULEVARD, SAN DEIGO",32.7171265,-117.1178039
"WEST TALMADGE DRIVE, SAN DEIGO",32.7616552,-117.1015066
"BIRCHWOOD STREET, SAN DEIGO",32.7944727,-117.0776779
"SANTA CLARA PLACE, SAN DEIGO",32.7828095,-117.2509364
"MARY LANE DRIVE, SAN DEIGO",32.7697588,-117.0719154
"LAKE SHORE DRIVE, SAN DEIGO",32.7961361,-117.0359603
"CHICAGO STREET, SAN DEIGO",32.7917646,-117.2042207
"RIDGE VIEW DRIVE, SAN DEIGO",32.7299631,-117.0956723
"DICKINSON STREET, SAN DEIGO",32.755216,-117.1658446
"GREENWOOD STREET, SAN DEIGO",32.7548178,-117.2060267
"GREENE STREET, SAN DEIGO",32.7487072,-117.238357
"WEST CANYON AVENUE, SAN DEIGO",32.801656,-117.1190588
"POOLE STREET, SAN DEIGO",32.8728712,-117.244503
"BAYVIEW HEIGHTS PLACE, SAN DEIGO",32.7245102,-117.0790507
"MENDOCINO BOULEVARD, SAN DEIGO",32.7433778,-117.2364257
"ILLION STREET, SAN DEIGO",32.78384,-117.1987
"ENTREKEN WAY, SAN DEIGO",32.96273100000001,-117.1437413
"FULMAR STREET, SAN DEIGO",32.7262376,-117.0658332
"GENETIC CENTER DRIVE, SAN DEIGO",32.90664750000001,-117.1816068
"ROYAL ANN AVENUE, SAN DEIGO",32.903593,-117.150543
"GUY STREET, SAN DEIGO",32.7467271,-117.183173
"CARDIN STREET, SAN DEIGO",32.8271316,-117.1629533
"NIGHTINGALE WAY, SAN DEIGO",32.7924883,-117.1543342
"ARISTA STREET, SAN DEIGO",32.753979,-117.191063
"PEPPER DRIVE, SAN DEIGO",32.7332948,-117.1055291
"CAMINO DEL NORTE  , SAN DEIGO",33.0046055,-117.0920443
"WEST MUIRLANDS DRIVE, SAN DEIGO",32.8339643,-117.2680595
"NANCY RIDGE DRIVE, SAN DEIGO",32.8871386,-117.1830041
"SATELLITE BOULEVARD, SAN DEIGO",32.5691643,-117.0970948
"LOMBARD PLACE, SAN DEIGO",32.8679254,-117.2115868
"CYPRESS MEADOWS TRAIL, SAN DEIGO",32.9718038,-117.1807176
"STONE CANYON ROAD, SAN DEIGO",33.0041072,-117.0586041
"PALOMAR AVENUE, SAN DEIGO",32.8269763,-117.2757645
"BLYTHE ROAD, SAN DEIGO",32.9218803,-117.1485603
"WEST BRIARFIELD DRIVE, SAN DEIGO",32.7913104,-117.2500877
"BITTNER STREET, SAN DEIGO",32.7478413,-117.1290391
"AVNDA COSTA ESTE  , SAN DEIGO",32.5569699,-116.9550278
"OLIVE AVENUE, SAN DEIGO",32.6808578,-117.0708456
"CENTER STREET, SAN DEIGO",32.552019,-117.0396256
"AMPUDIA STREET, SAN DEIGO",32.753357,-117.190163
"PIROTTE DRIVE, SAN DEIGO",32.7292169,-117.0843373
"EL CERRITO DRIVE, SAN DEIGO",32.7608483,-117.073671
"FRANCIS STREET, SAN DEIGO",32.7062647,-117.1197961
"AUTO CIRCLE, SAN DEIGO",32.7643147,-117.1542497
"HEMLOCK STREET, SAN DEIGO",32.6995969,-117.1103685
"ALTAMIRANO WAY, SAN DEIGO",32.756532,-117.1916358
"CHELSEA AVENUE, SAN DEIGO",32.813763,-117.270592
"MT ARARAT DRIVE, SAN DEIGO",32.8103445,-117.1857355
"COLIMA STREET, SAN DEIGO",32.8118164,-117.2636224
"OTAY CENTER DRIVE, SAN DEIGO",32.5544622,-116.9425607
"WINDER STREET, SAN DEIGO",32.7435265,-117.1793599
"JEFF STREET, SAN DEIGO",32.7503519,-117.0603697
"SWEETWOOD STREET, SAN DEIGO",32.7064611,-117.0562958
"BERNARDO OAKS DRIVE, SAN DEIGO",33.0219416,-117.0652025
"64TH STREET, SAN DEIGO",32.7114192,-117.0597008
"RICHLAND STREET, SAN DEIGO",32.7909375,-117.1630593
"FENNELL AVENUE, SAN DEIGO",32.7063956,-117.0687375
"KING STREET, SAN DEIGO",32.748148,-117.0481246
"SEA WORLD  , SAN DEIGO",32.7647903,-117.2266083
"MILDRED STREET, SAN DEIGO",32.7685397,-117.1904185
"AVATI DRIVE, SAN DEIGO",32.8171166,-117.2156809
"RAMFOS PLACE, SAN DEIGO",32.6795596,-117.0421585
"AVNDA NAVIDAD  , SAN DEIGO",32.8644305,-117.2097912
"WATTLE DRIVE, SAN DEIGO",32.6795929,-117.0398193
"MOHICAN AVENUE, SAN DEIGO",32.8003511,-117.1995954
"CELIA VISTA DRIVE, SAN DEIGO",32.7504209,-117.0560481
"DUKE STREET, SAN DEIGO",32.7533819,-117.2182828
"SPRAY STREET, SAN DEIGO",32.7528072,-117.2512785
"ARNOLD AVENUE, SAN DEIGO",32.7439404,-117.1368098
"SIENA STREET, SAN DEIGO",32.7046387,-117.0364714
"MARATHON DRIVE, SAN DEIGO",32.7996338,-117.125977
"MIRAMAR AVENUE, SAN DEIGO",32.8420176,-117.2689157
"RAYTHEON ROAD, SAN DEIGO",32.8308536,-117.1539208
"BROADWAY AVENUE, SAN DEIGO",32.7152026,-117.047635
"FERN GLEN  , SAN DEIGO",32.8338487,-117.2776844
"SAPPHIRE STREET, SAN DEIGO",32.8084245,-117.2559506
"MADDEN AVENUE, SAN DEIGO",32.5792492,-117.0711114
"PUTERBAUGH STREET, SAN DEIGO",32.7448817,-117.1787808
"PEREZ COVE WAY, SAN DEIGO",32.76506210000001,-117.2313644
"DEAVER LANE, SAN DEIGO",32.5503381,-117.0533117
"GATEWOOD LANE, SAN DEIGO",32.692944,-117.0368839
"LANSDALE DRIVE, SAN DEIGO",32.9593609,-117.2157198
"ENTRADA DE LUZ  , SAN DEIGO",32.9909745,-117.1531609
"BYRON STREET, SAN DEIGO",32.723774,-117.232933
"BURGENER BOULEVARD, SAN DEIGO",32.787123,-117.1910475
"GLENHAVEN STREET, SAN DEIGO",32.8056026,-117.1406083
"ACWORTH AVENUE, SAN DEIGO",32.8054594,-117.1810056
"EAST WESTINGHOUSE STREET, SAN DEIGO",32.7774435,-117.1673461
"OAKCREST DRIVE, SAN DEIGO",32.750145,-117.0864467
"OLD TOWN AVENUE, SAN DEIGO",32.7485314,-117.1929245
"LAKE ARROWHEAD DRIVE, SAN DEIGO",32.7953773,-117.0098564
"CALLE DE LAS ROSAS  , SAN DEIGO",32.9518457,-117.1154837
"MELOTTE STREET, SAN DEIGO",32.8115131,-117.0442804
"JOHNSON AVENUE, SAN DEIGO",32.7542124,-117.1540375
"BENFIELD COURT, SAN DEIGO",32.7015335,-117.0987069
"APPLETON STREET, SAN DEIGO",32.8360666,-117.2005526
"FLICKER STREET, SAN DEIGO",32.7120414,-117.0477282
"SEAWORLD  , SAN DEIGO",32.7647903,-117.2266083
"MARJORIE DRIVE, SAN DEIGO",32.7153063,-117.0378177
"100TH  , SAN DEIGO",32.735316,-117.149046
"ARROYO SECO DRIVE, SAN DEIGO",32.6999987,-117.0532572
"ERIE STREET, SAN DEIGO",32.7885587,-117.2024779
"CALLE NEIL  , SAN DEIGO",32.800261,-117.194685
"BILLOW DRIVE, SAN DEIGO",32.7111076,-117.0231535
"CAYWOOD STREET, SAN DEIGO",32.8374422,-117.2005542
"SUMMER RIDGE  , SAN DEIGO",32.8942729,-117.1703067
"15TH AVENUE, SAN DEIGO",33.1050236,-117.0807123
" I-15 SB  , SAN DEIGO",32.559272,-117.1013146
"MC KINLEY STREET, SAN DEIGO",32.7377252,-117.1201587
"EDGEMONT STREET, SAN DEIGO",32.7212176,-117.12671
"MAYBERRY STREET, SAN DEIGO",32.6919051,-117.0997562
"LA JOLLA VILLAGE DR RAMP, SAN DEIGO",32.8730346,-117.2155355
"CARROLL CENTRE ROAD, SAN DEIGO",32.8993761,-117.1207005
"CAM CORTO  , SAN DEIGO",35.683681,-106.727341
"BRONTE PLACE, SAN DEIGO",32.7052872,-117.0358521
"VIA TRES VISTA  , SAN DEIGO",32.9646604,-117.1196178
"CONFERENCE WAY, SAN DEIGO",32.9858634,-117.0776021
"FERGUS STREET, SAN DEIGO",32.7115782,-117.065467
"BROADWAY WAY, SAN DEIGO",32.7158006,-117.14316
"CHARLENE AVENUE, SAN DEIGO",32.731419,-117.0539508
"MISSION CLIFF DRIVE, SAN DEIGO",32.7630498,-117.1466123
"ENRICO FERMI DRIVE, SAN DEIGO",32.5600293,-116.9278371
"PORTE DE PALMAS  , SAN DEIGO",32.8606302,-117.2253468
"HEMPHILL DRIVE, SAN DEIGO",32.90549960000001,-117.1540872
"ALCORN STREET, SAN DEIGO",32.5696985,-117.0454732
"RUTLEDGE SQUARE, SAN DEIGO",32.9808497,-117.0706301
"ALGE CIRAS STREET, SAN DEIGO",32.721922,-117.2546425
"CAMINITO DEL ORO  , SAN DEIGO",32.8567821,-117.256392
"DEVONSHIRE DRIVE, SAN DEIGO",32.7300337,-117.2547836
"MACAW LANE, SAN DEIGO",32.7805867,-117.1570263
"PENNANT WAY, SAN DEIGO",32.8464973,-117.2212291
"FAWN AVENUE, SAN DEIGO",32.8302412,-117.2217145
"VILLA TERRACE, SAN DEIGO",32.744851,-117.1357351
"INGELOW STREET, SAN DEIGO",32.72799700000001,-117.229347
"KITE HILL LANE, SAN DEIGO",32.9227988,-117.1256636
"LAKEHURST AVENUE, SAN DEIGO",32.830733,-117.2056235
"PYRAMID STREET, SAN DEIGO",32.7149183,-117.0729027
"TULIP STREET, SAN DEIGO",32.7277978,-117.106801
"MARQUETTE STREET, SAN DEIGO",32.7506145,-117.2189157
"SUNSET BLUFF WAY, SAN DEIGO",32.9513598,-117.2187701
"MT ALBERTINE AVENUE, SAN DEIGO",32.816548,-117.1720488
"FLETCHER PARKWAY, SAN DEIGO",32.7916718,-117.0019398
"VIA ESPANA  , SAN DEIGO",32.8219234,-117.2638626
"CLARA LEE AVENUE, SAN DEIGO",32.7929266,-117.0889703
"VIA LAS TONADAS  , SAN DEIGO",32.5625591,-117.0576458
"HERMES COURT, SAN DEIGO",32.571385,-117.0979614
"KIRKCALDY DRIVE, SAN DEIGO",32.8185155,-117.1592544
"MARIPOSA PLACE, SAN DEIGO",32.6902501,-117.0720316
"GARNET AVE, SAN DEIGO",32.801394,-117.2335118
"WOODBINE WAY, SAN DEIGO",32.7013961,-117.0344218
"RESERVOIR LANE, SAN DEIGO",32.7723237,-117.0545422
"MT SOLEDAD ROAD, SAN DEIGO",32.8397698,-117.252259
"PRECISION PARK LANE, SAN DEIGO",32.5667025,-117.0594874
"MONAIR DRIVE, SAN DEIGO",32.8089898,-117.2102959
"HARBOR VIEW DRIVE, SAN DEIGO",32.71985360000001,-117.2369951
"ALCAMO ROAD, SAN DEIGO",32.91357,-117.154251
"RIDGEHAVEN COURT, SAN DEIGO",32.8203554,-117.1252459
"DIAMOND  , SAN DEIGO",32.743891,-117.1842685
"CAMTO ESTRELLADO  , SAN DEIGO",32.7917024,-117.0628633
"JADE COAST ROAD, SAN DEIGO",32.902027,-117.151321
"FOGG STREET, SAN DEIGO",32.802986,-117.2243834
"PARIS WAY, SAN DEIGO",32.6793851,-117.0436358
"AGUA VISTA WAY, SAN DEIGO",32.7014121,-117.0824305
